,Fuel,Driven,Automatic,Owner,Location,Price,Brand,Years
432,CNG,40000.0,Manual,2,HY,40000,Maruti,18
433,Diesel,44000.0,Automatic,1,MH,1745000,KIA,3
434,Petrol,40000.0,Manual,1,KE,440000,Maruti,4
435,CNG & HYBRIDS,66000.0,Manual,2,DL,155000,Hyundai,13
436,Petrol,78000.0,Manual,3,DL,200000,Honda,13
437,Diesel,66000.0,Manual,2,DL,320000,Renault,9
438,Diesel,92000.0,Manual,3,PJ,410000,Renault,6
439,Diesel,150000.0,Automatic,1,JH,530000,Maruti,4
440,LPG,46294.0,Manual,2,RJ,140000,Maruti,11
441,Petrol,52000.0,Manual,2,HY,350000,Chevrolet,9
442,Diesel,100000.0,Manual,1,KE,750000,Mahindra,8
443,Petrol,50000.0,Manual,1,KE,240000,Renault,6
444,Diesel,270000.0,Manual,1,KE,1325000,Toyota,10
445,Petrol,132532.0,Automatic,1,,42000,Tata,11
446,Petrol,4000.0,Automatic,1,KE,510000,Maruti,2
447,Diesel,29000.0,Automatic,0,PJ,10900000,Mercedes,6
448,Diesel,60000.0,Manual,1,PJ,750000,Maruti,4
449,Petrol,76000.0,Automatic,2,KE,425000,Hyundai,8
450,Diesel,70000.0,Manual,2,KR,960000,Mahindra,8
451,Petrol,90000.0,Automatic,3,MH,250000,Honda,11
452,Diesel,124000.0,Manual,1,MH,320000,Mahindra,9
453,Diesel,115000.0,Manual,1,HR,205000,Tata,14
454,Diesel,110000.0,Automatic,2,PJ,1650000,Toyota,5
455,Diesel,135000.0,Automatic,1,UP,550000,Renault,6
456,CNG & HYBRIDS,55000.0,Manual,1,DL,325000,Maruti,7
457,Diesel,72000.0,Manual,1,GU,490000,Mahindra,10
458,CNG & HYBRIDS,61803.0,Manual,2,MH,349999,Ford,7
459,Diesel,77500.0,Automatic,3,PJ,420000,Hyundai,10
460,Petrol,82000.0,Manual,1,MH,195000,Maruti,14
461,CNG & HYBRIDS,100000.0,Manual,2,MH,319000,Maruti,9
462,CNG & HYBRIDS,52000.0,Manual,2,MH,385000,Maruti,7
463,Petrol,9899.0,Manual,1,MH,675000,Maruti,4
464,CNG & HYBRIDS,114000.0,Manual,2,MH,295000,Maruti,7
465,Petrol,38000.0,Manual,1,GU,293000,Maruti,5
466,Diesel,67000.0,Manual,1,DL,465000,Maruti,9
467,Petrol,30000.0,Automatic,2,UP,590000,Ford,7
468,Petrol,10000.0,Automatic,1,MH,4000000,Bmw,1
469,Petrol,14700.0,Automatic,1,KR,65000,Hyundai,11
470,Petrol,32000.0,Manual,1,TN,335000,Maruti,6
471,Petrol,114108.0,Manual,2,HY,490000,Honda,9
472,Diesel,34000.0,Manual,2,BI,425000,Volkswagen,6
473,Petrol,83000.0,Manual,4,RJ,100000,Maruti,15
474,Diesel,120000.0,Manual,2,PJ,350000,Maruti,10
475,Petrol,81000.0,Manual,2,AP,243000,Hyundai,11
476,Diesel,104750.0,Manual,2,TN,528000,Mahindra,13
477,Petrol,108750.0,Manual,2,TN,473000,Honda,12
478,Diesel,60000.0,Manual,1,MH,280000,Tata,11
479,Diesel,120000.0,Manual,2,TN,399000,Volkswagen,8
480,Diesel,49000.0,Manual,1,OD,200000,Hyundai,8
481,Diesel,12000.0,Automatic,1,KE,9500000,Mercedes,1
482,Diesel,39000.0,Automatic,1,DL,2475000,Jaguar,9
483,Petrol,70000.0,Manual,1,DL,190000,Maruti,13
484,Petrol,160000.0,Manual,2,MH,99999,Maruti,14
485,Diesel,70000.0,Manual,2,DL,340000,Maruti,7
486,Diesel,65000.0,Automatic,2,DL,2050000,Mercedes,7
487,Petrol,12000.0,Automatic,2,MH,399999,Honda,12
488,CNG & HYBRIDS,168000.0,Manual,2,MH,230000,Honda,13
489,Diesel,78000.0,Manual,1,PJ,325000,Volkswagen,9
490,Diesel,82000.0,Automatic,2,PJ,510000,Hyundai,9
491,Diesel,82000.0,Manual,3,PJ,325000,Hyundai,8
492,Petrol,62000.0,Manual,2,PJ,175000,Maruti,12
493,Petrol,70000.0,Manual,2,PJ,195000,Maruti,15
494,Petrol,76000.0,Manual,2,PJ,295000,Honda,13
495,CNG & HYBRIDS,90800.0,Manual,4,MH,150000,Maruti,14
496,Diesel,62500.0,Manual,1,MP,695000,Mahindra,4
497,Petrol,135280.0,Automatic,1,AP,56790,Maruti,9
498,CNG & HYBRIDS,67000.0,Manual,2,DL,295000,Maruti,7
499,Diesel,40000.0,Automatic,1,DL,1640000,Mahindra,3
500,Petrol,27654.0,Manual,1,UP,450000,Volkswagen,6
501,Petrol,85075.0,Manual,1,MH,305000,Honda,8
502,Petrol,29278.0,Manual,1,UP,805000,Honda,4
503,Diesel,56771.0,Manual,1,UP,636000,Maruti,7
504,Petrol,30852.0,Manual,1,UP,464000,Hyundai,7
505,Petrol,79343.0,Manual,1,UP,345000,Maruti,9
506,Petrol,40299.0,Manual,1,UP,585000,Renault,3
507,Petrol,31134.0,Manual,1,UP,694000,Tata,2
508,Diesel,32438.0,Manual,1,UP,810000,Maruti,4
509,Petrol,23882.0,Manual,1,UP,536000,Honda,4
510,Petrol,19941.0,Manual,1,UP,594000,Renault,2
511,Petrol,29309.0,Manual,1,UP,380000,Hyundai,6
512,Diesel,51572.0,Manual,1,UP,745000,Maruti,5
513,Petrol,22879.0,Manual,1,UP,335000,Datsun,5
514,Petrol,37319.0,Manual,1,UP,919000,Tata,2
515,Diesel,93915.0,Manual,2,UP,390000,Hyundai,9
516,Petrol,28722.0,Manual,1,UP,980000,Honda,3
517,Petrol,36403.0,Manual,1,UP,231000,Nissan,8
518,Petrol,50927.0,Manual,2,UP,795000,Honda,4
519,Petrol,95123.0,Manual,2,UP,370000,Honda,9
520,Diesel,76944.0,Automatic,1,UP,626000,Volkswagen,4
521,Diesel,71440.0,Manual,1,UP,715000,Maruti,5
522,Diesel,61521.0,Manual,1,UP,732000,Mahindra,3
523,Diesel,63757.0,Manual,1,UP,795000,Mahindra,5
524,Diesel,118354.0,Manual,2,UP,510000,Toyota,10
525,Diesel,70351.0,Manual,1,UP,980000,Mahindra,3
526,Petrol,39085.0,Manual,1,UP,433000,Hyundai,5
527,Petrol,33372.0,Manual,1,UP,620000,Hyundai,7
528,Petrol,34593.0,Manual,1,UP,822000,Mahindra,3
529,Diesel,63303.0,Manual,1,UP,491000,Maruti,6
530,Petrol,73174.0,Manual,1,UP,337000,Hyundai,7
531,Diesel,62216.0,Manual,1,UP,365000,Nissan,8
532,Petrol,96947.0,Automatic,1,UP,355000,Maruti,5
533,Diesel,50062.0,Manual,1,UP,760000,Maruti,4
534,CNG,30298.0,Manual,1,UP,348000,Maruti,4
535,Diesel,49421.0,Manual,1,UP,668000,Maruti,6
536,Petrol,53336.0,Manual,1,UP,787000,Hyundai,7
537,Petrol,51117.0,Manual,1,UP,745000,Volkswagen,2
538,Petrol,20781.0,Manual,1,UP,506000,Hyundai,3
539,Petrol,32631.0,Manual,1,UP,245000,Maruti,4
540,Diesel,68946.0,Manual,1,UP,1078000,Mahindra,3
541,Diesel,50149.0,Manual,1,UP,540000,Maruti,5
542,Petrol,29924.0,Manual,1,UP,295000,Hyundai,7
543,Diesel,86702.0,Manual,1,GU,534000,Maruti,5
544,Diesel,56708.0,Manual,1,GU,769000,Maruti,5
545,Diesel,85483.0,Manual,1,GU,670000,Hyundai,5
546,Petrol,4491.0,Manual,1,GU,440000,Renault,1
547,Petrol,43368.0,Automatic,1,GU,754000,Volkswagen,5
548,Petrol,11828.0,Automatic,1,GU,2310000,Hyundai,1
549,Diesel,58463.0,Manual,1,GU,1240000,Jeep,5
550,Petrol,4323.0,Manual,1,GU,440000,Renault,1
551,Petrol,54966.0,Manual,1,GU,517000,Honda,5
552,Diesel,28835.0,Manual,1,GU,1795000,MG,2
553,Diesel,56510.0,Automatic,1,GU,903000,Maruti,4
554,Diesel,55435.0,Manual,1,GU,725000,Maruti,4
555,Petrol,29726.0,Manual,1,GU,637000,Hyundai,4
556,Petrol,39821.0,Automatic,1,GU,630000,Honda,6
557,Petrol,54195.0,Manual,1,GU,1025000,Hyundai,4
558,Petrol,89301.0,Manual,1,GU,773000,Honda,4
559,Petrol,5709.0,Manual,1,GU,350000,Maruti,4
560,Petrol,21186.0,Manual,1,GU,320000,Maruti,4
561,Petrol,4337.0,Manual,1,GU,835000,Tata,0
562,Petrol,38749.0,Manual,1,GU,1030000,Honda,2
563,Petrol,5709.0,Manual,1,GU,350000,Maruti,4
564,Petrol,21186.0,Manual,1,GU,320000,Maruti,4
565,Petrol,4337.0,Manual,1,GU,835000,Tata,0
566,Petrol,38749.0,Manual,1,GU,1030000,Honda,2
567,Petrol,22650.0,Manual,1,GU,343000,Renault,4
568,Petrol,15370.0,Manual,1,GU,977000,Hyundai,3
569,Petrol,22454.0,Manual,1,GU,262000,Maruti,6
570,Petrol,6680.0,Manual,1,GU,694000,Maruti,1
571,Diesel,56130.0,Manual,1,GU,645000,Hyundai,6
572,Diesel,53988.0,Manual,1,GU,571000,Nissan,6
573,Diesel,49990.0,Manual,1,GU,883000,Maruti,3
574,Petrol,28970.0,Manual,1,GU,655000,Hyundai,1
575,Petrol,31525.0,Automatic,1,GU,750000,Renault,5
576,Diesel,40998.0,Manual,1,GU,610000,Hyundai,5
577,Petrol,23902.0,Manual,1,GU,465000,Tata,4
578,Petrol,8948.0,Manual,1,GU,285000,Datsun,4
579,Petrol,70195.0,Manual,1,GU,270000,Hyundai,6
580,Diesel,43266.0,Manual,1,GU,606000,Hyundai,6
581,Petrol,25129.0,Manual,1,GU,331000,Maruti,8
582,Petrol,62014.0,Manual,1,GU,519000,Hyundai,4
583,Diesel,72922.0,Manual,1,GU,461000,Hyundai,6
584,Petrol,51305.0,Manual,1,GU,487000,Volkswagen,6
585,Petrol,14660.0,Automatic,1,GU,1377000,Hyundai,1
586,Diesel,41230.0,Manual,2,GU,395000,Tata,4
587,Petrol,25288.0,Manual,2,GU,245000,Renault,6
588,Petrol,42089.0,Manual,1,GU,649000,Hyundai,4
589,Petrol,34814.0,Manual,2,GU,676000,Maruti,5
590,Diesel,104924.0,Manual,1,GU,860000,Honda,5
591,Petrol,42117.0,Manual,1,MH,507000,Maruti,6
592,Petrol,90156.0,Manual,1,MH,313000,Maruti,8
593,Diesel,71277.0,Automatic,2,GU,510000,Volkswagen,7
594,Diesel,90533.0,Manual,1,GU,1545000,Toyota,5
595,Diesel,62988.0,Manual,1,GU,675000,Honda,6
596,Petrol,14556.0,Manual,1,GU,544000,Hyundai,4
597,Petrol,21286.0,Manual,1,GU,490000,Maruti,4
598,Petrol,46194.0,Automatic,1,GU,840000,Honda,6
599,Petrol,4463.0,Manual,1,GU,449000,Renault,2
600,Petrol,81016.0,Manual,1,GU,531000,Maruti,6
601,Petrol,28679.0,Manual,1,GU,462000,Honda,8
602,Petrol,30250.0,Manual,1,GU,640000,Maruti,4
603,Petrol,75451.0,Automatic,2,GU,525000,Honda,7
604,Diesel,86923.0,Automatic,1,GU,692000,Maruti,4
605,Diesel,41071.0,Manual,1,GU,1021000,Mahindra,4
606,Petrol,37963.0,Automatic,1,GU,865000,Honda,6
607,Diesel,70926.0,Manual,1,GU,425000,Hyundai,5
608,Diesel,64039.0,Manual,1,GU,712000,Maruti,5
609,Petrol,26524.0,Automatic,1,GU,774000,Honda,4
610,Petrol,54309.0,Manual,2,GU,255000,Renault,6
611,Petrol,49331.0,Automatic,1,GU,763000,Volkswagen,5
612,Petrol,64509.0,Automatic,1,GU,720000,Honda,4
613,Diesel,84340.0,Manual,2,GU,568000,Honda,7
614,Petrol,54555.0,Automatic,1,GU,779000,Honda,6
615,Petrol,79290.0,Manual,2,GU,595000,Hyundai,7
616,Diesel,89087.0,Manual,1,GU,421000,Hyundai,7
617,Petrol,45861.0,Manual,1,GU,361000,Maruti,7
618,Diesel,71102.0,Manual,1,GU,340000,Nissan,10
619,Petrol,35812.0,Manual,2,GU,310000,Nissan,7
620,Diesel,74847.0,Manual,2,GU,883000,Mahindra,7
621,Diesel,69812.0,Manual,1,GU,595000,Tata,2
622,Petrol,37515.0,Manual,1,GU,315000,Maruti,4
623,Petrol,23734.0,Manual,1,GU,380000,Datsun,2
624,Petrol,86488.0,Manual,1,GU,265000,Hyundai,10
625,Diesel,56354.0,Manual,1,GU,360000,Mahindra,5
626,Diesel,87735.0,Automatic,1,GU,905000,Hyundai,4
627,Petrol,97772.0,Automatic,1,GU,1238000,Honda,7
628,Petrol,79285.0,Automatic,1,GU,712000,Hyundai,6
629,Diesel,85339.0,Automatic,1,GU,1010000,Mahindra,6
630,Diesel,57429.0,Manual,1,GU,834000,Maruti,4
631,Petrol,60985.0,Manual,1,GU,710000,Honda,5
632,Diesel,52343.0,Manual,1,GU,1016000,Mahindra,5
633,Diesel,86586.0,Manual,1,GU,595000,Hyundai,6
634,Petrol,29862.0,Manual,2,GU,330000,Honda,7
635,Diesel,90221.0,Manual,1,GU,827000,Mahindra,7
636,Petrol,15924.0,Manual,1,GU,295000,Maruti,5
637,Petrol,35338.0,Manual,1,GU,482000,Hyundai,6
638,Petrol,57412.0,Manual,2,GU,250000,Hyundai,8
639,Petrol,42399.0,Manual,1,GU,245000,Hyundai,8
640,Petrol,28323.0,Manual,1,GU,270000,Hyundai,7
641,Petrol,34359.0,Manual,1,GU,290000,Maruti,5
642,Petrol,25434.0,Manual,1,GU,736000,Honda,6
643,Petrol,12231.0,Manual,1,GU,669000,Honda,3
644,Petrol,13892.0,Manual,1,GU,329000,Renault,4
645,Petrol,18806.0,Manual,1,GU,485000,Maruti,8
646,Petrol,62814.0,Manual,1,GU,410000,Mahindra,4
647,Petrol,81336.0,Manual,1,GU,374000,Maruti,8
648,Petrol,52350.0,Manual,1,MH,430000,Tata,5
649,Diesel,72771.0,Manual,1,GU,525000,Maruti,8
650,Petrol,65836.0,Manual,2,GU,437000,Honda,7
651,Petrol,57624.0,Manual,1,GU,519000,Skoda,6
652,Diesel,34125.0,Manual,1,GU,676000,Maruti,6
653,Petrol,21043.0,Manual,1,GU,463000,Tata,4
654,Diesel,80674.0,Manual,1,GU,529000,Renault,6
655,Petrol,56692.0,Manual,1,GU,320000,Maruti,7
656,Petrol,37588.0,Manual,1,GU,345000,Maruti,7
657,Diesel,82411.0,Automatic,1,GU,845000,Hyundai,4
658,Petrol,21424.0,Manual,1,GU,390000,Maruti,5
659,Diesel,80168.0,Manual,1,GU,480000,Maruti,6
660,Petrol,27126.0,Manual,1,GU,495000,Volkswagen,5
661,Petrol,50990.0,Manual,1,GU,617000,Maruti,4
662,Diesel,80703.0,Automatic,1,GU,640000,Maruti,4
663,Diesel,89680.0,Manual,1,GU,573000,Maruti,6
664,Petrol,52102.0,Manual,1,GU,320000,Maruti,8
665,Petrol,38028.0,Manual,1,GU,640000,Maruti,5
666,Petrol,53441.0,Manual,1,GU,419000,Hyundai,7
667,Diesel,47150.0,Manual,1,GU,497000,Hyundai,4
668,Petrol,67885.0,Manual,1,GU,220000,Datsun,8
669,Diesel,60806.0,Manual,1,GU,570000,Hyundai,7
670,Petrol,10007.0,Manual,1,GU,330000,Maruti,5
671,Petrol,15748.0,Manual,1,GU,265000,Maruti,6
672,Petrol,70787.0,Manual,1,GU,232000,Maruti,8
673,Diesel,50193.0,Manual,1,GU,627000,Mahindra,6
674,Petrol,36832.0,Manual,2,GU,270000,Hyundai,5
675,Petrol,58324.0,Manual,1,GU,290000,Nissan,8
676,Petrol,27930.0,Manual,1,GU,345000,Maruti,4
677,Petrol,34368.0,Manual,1,MH,445000,Hyundai,6
678,Petrol,73299.0,Manual,1,GU,290000,Maruti,9
679,Petrol,5008.0,Manual,1,GU,860000,Nissan,1
680,Petrol,32348.0,Manual,1,GU,554000,Maruti,4
681,Petrol,50966.0,Manual,2,MH,604000,Hyundai,5
682,Petrol,78449.0,Manual,1,MH,474000,Honda,7
683,Diesel,42735.0,Manual,1,GU,755000,Maruti,5
684,Petrol,6996.0,Manual,1,GU,522000,Volkswagen,3
685,Petrol,9780.0,Manual,1,GU,807000,Volkswagen,1
686,Diesel,80731.0,Manual,1,GU,475000,Honda,6
687,Diesel,40965.0,Manual,1,GU,852000,Maruti,4
688,Petrol,43229.0,Automatic,1,GU,543000,Maruti,5
689,Petrol,40797.0,Manual,1,MH,335000,Hyundai,7
690,Diesel,34106.0,Manual,1,GU,470000,Hyundai,4
691,Petrol,77790.0,Automatic,1,GU,1275000,Jeep,4
692,Petrol,50849.0,Manual,1,GU,305000,Hyundai,5
693,Petrol,76828.0,Manual,2,MH,210000,Hyundai,7
694,Petrol,62253.0,Manual,1,GU,225000,Maruti,8
695,Diesel,62879.0,Manual,1,GU,1004000,Hyundai,5
696,Diesel,45531.0,Manual,1,GU,700000,Honda,4
697,Petrol,17773.0,Manual,1,GU,338000,Maruti,2
698,Petrol,40379.0,Manual,1,GU,215000,Maruti,8
699,Diesel,62269.0,Manual,1,GU,410000,Honda,7
700,Petrol,27005.0,Manual,2,GU,265000,Hyundai,5
701,Petrol,32198.0,Manual,1,GU,280000,Datsun,4
702,Petrol,41201.0,Manual,1,GU,245000,Maruti,7
703,Petrol,56431.0,Manual,1,GU,435000,Maruti,8
704,Diesel,72302.0,Manual,2,GU,1025000,Mahindra,4
705,Diesel,66066.0,Manual,2,GU,554000,Honda,6
706,Petrol,100117.0,Manual,1,GU,425000,Honda,7
707,Diesel,72361.0,Manual,1,GU,865000,Hyundai,4
708,Diesel,83529.0,Manual,1,GU,375000,Hyundai,6
709,Diesel,13165.0,Manual,1,GU,695000,Mahindra,6
710,Petrol,74428.0,Manual,1,GU,235000,Renault,6
711,Petrol,53496.0,Automatic,1,GU,385000,Maruti,4
712,Petrol,72287.0,Manual,1,MH,300000,Hyundai,7
713,Petrol,3726.0,Manual,1,GU,385000,Maruti,2
714,Petrol,40959.0,Manual,2,GU,217000,Datsun,6
715,Petrol,42374.0,Manual,1,GU,265000,Hyundai,10
716,Petrol,31109.0,Manual,1,GU,315000,Hyundai,4
717,Diesel,62586.0,Manual,1,GU,664000,Honda,6
718,Petrol,59938.0,Automatic,1,GU,1679000,Toyota,6
719,Diesel,63000.0,Manual,1,GU,345000,Hyundai,8
720,Diesel,59143.0,Manual,1,GU,693000,Hyundai,5
721,Diesel,58775.0,Manual,1,GU,626000,Maruti,6
722,Petrol,62441.0,Manual,1,GU,440000,Hyundai,6
723,Diesel,86443.0,Automatic,1,GU,975000,Mahindra,6
724,Petrol,39605.0,Manual,2,GU,385000,Hyundai,8
725,Diesel,59647.0,Automatic,1,GU,840000,Renault,4
726,Diesel,75428.0,Manual,1,GU,770000,Hyundai,7
727,Petrol,30267.0,Manual,1,GU,472000,Tata,5
728,Petrol,35201.0,Manual,1,GU,460000,Hyundai,9
729,Petrol,37909.0,Manual,1,GU,265000,Hyundai,9
730,Petrol,56382.0,Manual,1,GU,330000,Tata,6
731,Diesel,14854.0,Manual,1,GU,1585000,Jeep,3
732,Diesel,81992.0,Automatic,1,GU,1072000,Hyundai,5
733,Petrol,20401.0,Manual,1,GU,655000,Maruti,3
734,Petrol,80369.0,Manual,1,GU,245000,Hyundai,6
735,Petrol,45684.0,Manual,1,GU,365000,Maruti,5
736,Petrol,37749.0,Automatic,1,GU,587000,Maruti,6
737,Diesel,29146.0,Manual,1,MH,890000,Hyundai,3
738,Petrol,6351.0,Manual,1,GU,675000,Maruti,3
739,Petrol,33599.0,Manual,1,DL,485000,Maruti,8
740,Petrol,15145.0,Manual,1,GU,390000,Mahindra,6
741,Petrol,5586.0,Manual,1,KA,809000,Renault,1
742,Petrol,15262.0,Automatic,1,KA,911000,Renault,4
743,Petrol,24497.0,Manual,1,KA,483000,Renault,2
744,Petrol,4396.0,Manual,1,KA,994000,Honda,1
745,Petrol,27949.0,Manual,1,KA,916000,Hyundai,5
746,Petrol,7599.0,Manual,1,KA,946000,Toyota,4
747,Petrol,97787.0,Manual,2,KA,430000,Hyundai,7
748,Petrol,33652.0,Manual,1,KA,540000,Hyundai,5
749,Petrol,13542.0,Manual,1,KA,1038000,Nissan,1
750,Diesel,75275.0,Manual,1,KA,903000,Renault,4
751,Diesel,26073.0,Manual,1,KA,2090000,MG,2
752,Petrol,17000.0,Manual,1,MH,883000,Maruti,4
753,Petrol,66477.0,Manual,1,KA,752000,Honda,7
754,Petrol,47056.0,Manual,1,KA,495000,Honda,8
755,Petrol,27485.0,Manual,2,KA,495000,Hyundai,7
756,Petrol,7602.0,Manual,1,KA,1122000,Hyundai,1
757,Petrol,59567.0,Manual,2,KA,634000,Maruti,6
758,Petrol,30498.0,Manual,1,KA,463000,Hyundai,8
759,Petrol,42619.0,Automatic,1,KA,851000,Maruti,4
760,Petrol,25586.0,Manual,1,KA,910000,Hyundai,5
761,Petrol,19000.0,Manual,1,KA,645000,Hyundai,3
762,Petrol,47799.0,Manual,1,KA,888000,Hyundai,5
763,Petrol,5467.0,Manual,1,KA,1030000,Toyota,1
764,Petrol,51475.0,Manual,1,KA,701000,Hyundai,2
765,Petrol,20846.0,Manual,1,KA,770000,Honda,4
766,Petrol,21488.0,Manual,1,KA,772000,Maruti,5
767,Petrol,27805.0,Manual,1,KA,742000,Maruti,5
768,Petrol,26406.0,Manual,1,KA,552000,Maruti,5
769,Petrol,18266.0,Manual,2,KA,403000,Renault,3
770,Petrol,55829.0,Manual,2,KA,545000,Hyundai,4
771,Petrol,53195.0,Manual,1,KA,550000,Hyundai,5
772,Petrol,54135.0,Manual,2,KA,374000,Honda,8
773,Petrol,6260.0,Automatic,1,KA,1590000,Nissan,1
774,Petrol,64788.0,Manual,1,KA,503000,Tata,4
775,Petrol,3734.0,Manual,1,KA,1020000,Hyundai,2
776,Petrol,40292.0,Manual,1,KA,470000,Hyundai,6
777,Petrol,49297.0,Manual,1,KA,509000,Hyundai,6
778,Petrol,61483.0,Manual,1,KA,718000,Honda,6
779,Petrol,27237.0,Manual,1,KA,690000,Hyundai,5
780,Petrol,38887.0,Manual,1,KA,420000,Renault,4
781,Petrol,37265.0,Manual,1,KA,837000,Maruti,5
782,Diesel,58701.0,Automatic,2,KA,652000,Maruti,6
783,Petrol,43701.0,Manual,1,KA,470000,Hyundai,8
784,Petrol,21420.0,Manual,1,KA,420000,Honda,8
785,Petrol,52998.0,Manual,2,KA,705000,Maruti,6
786,Petrol,17382.0,Manual,1,KA,710000,Hyundai,2
787,Petrol,39974.0,Manual,1,KA,485000,Hyundai,7
788,Petrol,64228.0,Manual,1,KA,630000,Maruti,8
789,Petrol,6989.0,Manual,1,KA,1175000,Hyundai,1
790,Petrol,39828.0,Manual,1,KA,677000,Maruti,5
791,Petrol,25977.0,Manual,1,KA,611000,Hyundai,3
792,Petrol,56114.0,Manual,1,KA,679000,Maruti,5
793,Petrol,19542.0,Manual,1,KA,1378000,Hyundai,3
794,Petrol,5040.0,Manual,1,KA,449000,Maruti,1
795,Diesel,90778.0,Automatic,2,KA,820000,Renault,6
796,Petrol,19031.0,Manual,1,KA,946000,Maruti,2
797,Petrol,26839.0,Manual,1,KA,550000,Maruti,4
798,Petrol,7938.0,Manual,1,KA,450000,Maruti,1
799,Petrol,41898.0,Manual,1,KA,360000,Hyundai,5
800,Petrol,36458.0,Manual,1,KA,468000,Hyundai,8
801,Petrol,53272.0,Manual,1,KA,815000,Hyundai,5
802,Petrol,47679.0,Automatic,1,KA,1176000,Hyundai,6
803,Petrol,50486.0,Manual,1,KA,484000,Hyundai,8
804,Petrol,71162.0,Manual,1,KA,734000,Toyota,4
805,Petrol,752.0,Manual,1,KA,790000,Maruti,1
806,Petrol,4138.0,Manual,1,KA,626000,Maruti,1
807,Petrol,28378.0,Manual,1,KA,1053000,Honda,4
808,Petrol,46172.0,Manual,1,KA,710000,Maruti,2
809,Petrol,35115.0,Manual,1,KA,896000,Maruti,4
810,Petrol,10720.0,Manual,1,KA,955000,Hyundai,4
811,Diesel,26133.0,Manual,1,KA,2249000,Tata,1
812,Petrol,40766.0,Manual,1,KA,546000,Hyundai,5
813,Petrol,35643.0,Manual,1,KA,562000,Hyundai,5
814,Diesel,42759.0,Manual,1,KA,1701000,KIA,2
815,Petrol,47534.0,Manual,1,KA,350000,Renault,6
816,Petrol,52638.0,Manual,1,KA,655000,Maruti,6
817,Petrol,15176.0,Manual,1,KA,800000,Tata,4
818,Petrol,44332.0,Manual,1,KA,591000,Volkswagen,7
819,Petrol,37709.0,Automatic,2,KA,1030000,Honda,5
820,Petrol,38679.0,Manual,1,KA,338000,Maruti,6
821,Petrol,30692.0,Manual,1,KA,669000,Maruti,4
822,Petrol,43980.0,Manual,1,KA,433000,Hyundai,8
823,Petrol,8083.0,Manual,1,KA,585000,Hyundai,3
824,Petrol,15158.0,Manual,1,KA,1090000,Hyundai,2
825,Petrol,32016.0,Manual,1,KA,517000,Maruti,3
826,Petrol,18686.0,Manual,1,KA,586000,Maruti,2
827,Petrol,29511.0,Manual,2,KA,948000,Hyundai,6
828,Petrol,57345.0,Manual,1,KA,778000,Maruti,5
829,Petrol,69014.0,Manual,1,KA,710000,Hyundai,5
830,Petrol,14514.0,Manual,1,KA,885000,Honda,4
831,Petrol,61153.0,Manual,1,KA,641000,Maruti,4
832,Petrol,39126.0,Manual,1,KA,1420000,Toyota,5
833,Petrol,21624.0,Manual,1,KA,450000,Maruti,6
834,Petrol,13011.0,Manual,1,KA,1083000,Hyundai,6
835,Petrol,78589.0,Manual,1,KA,645000,Volkswagen,5
836,Petrol,47400.0,Manual,1,KA,470000,Hyundai,7
837,Petrol,42696.0,Manual,1,KA,470000,Hyundai,5
838,Petrol,39655.0,Automatic,1,KA,821000,Volkswagen,6
839,Diesel,111663.0,Manual,1,KA,425000,Hyundai,9
840,Petrol,35188.0,Manual,1,KA,420000,Renault,4
841,Diesel,13873.0,Manual,1,KA,1694000,KIA,1
842,Petrol,36674.0,Automatic,1,KA,717000,Maruti,4
843,Petrol,20542.0,Manual,1,KA,539000,Hyundai,6
844,Petrol,53590.0,Manual,1,MH,590000,Honda,6
845,Petrol,9274.0,Automatic,2,KA,1865000,MG,2
846,Diesel,60863.0,Manual,1,KA,714000,Hyundai,4
847,Petrol,34868.0,Manual,2,KA,984000,Hyundai,6
848,Petrol,19033.0,Manual,1,KA,753000,Maruti,4
849,Petrol,82186.0,Manual,1,KA,535000,Maruti,7
850,Petrol,15464.0,Manual,1,KA,762000,Hyundai,5
851,Petrol,13236.0,Manual,1,KA,1005000,Hyundai,3
852,Petrol,23079.0,Manual,1,MH,495000,Hyundai,6
853,Diesel,50524.0,Manual,1,KA,571000,Renault,10
854,Petrol,13165.0,Automatic,1,KA,2010000,MG,2
855,Petrol,13430.0,Manual,1,KA,1387000,Hyundai,2
856,Petrol,8226.0,Manual,1,KA,405000,Renault,3
857,Petrol,41065.0,Manual,1,KA,647000,Maruti,5
858,Petrol,45729.0,Manual,1,KA,339000,Maruti,5
859,Petrol,15971.0,Manual,1,KA,308000,Maruti,9
860,Petrol,4801.0,Manual,1,KA,415000,Maruti,1
861,Petrol,24585.0,Manual,1,KA,460000,Renault,3
862,Diesel,88322.0,Manual,1,KA,1485000,Hyundai,3
863,Petrol,40487.0,Manual,1,KA,747000,Maruti,3
864,Diesel,52797.0,Manual,1,KA,1238000,Hyundai,5
865,Diesel,21589.0,Manual,1,KA,1026000,Renault,3
866,Petrol,23288.0,Automatic,1,KA,1065000,Skoda,5
867,Petrol,34387.0,Manual,2,KA,626000,Volkswagen,4
868,Petrol,29980.0,Manual,1,KA,412000,Maruti,2
869,Petrol,40831.0,Manual,1,KA,275000,Maruti,11
870,Petrol,27887.0,Manual,1,KA,1190000,Hyundai,5
871,Petrol,66616.0,Manual,1,KA,580000,Hyundai,7
872,Petrol,5481.0,Manual,1,KA,975000,Tata,1
873,Petrol,49708.0,Manual,1,KA,906000,Hyundai,4
