,Fuel,Driven,Automatic,Owner,Location,Price,Brand,Years
874,Petrol,23805.0,Manual,2,KA,844000,Honda,5
875,Petrol,45290.0,Manual,2,KA,790000,Toyota,7
876,Petrol,5991.0,Manual,1,KA,795000,Hyundai,6
877,Petrol,23082.0,Manual,1,KA,300000,Maruti,8
878,Petrol,20695.0,Manual,1,KA,1728000,KIA,3
879,Petrol,20127.0,Manual,1,KA,985000,Honda,4
880,Petrol,101781.0,Automatic,2,KA,485000,Honda,9
881,Petrol,82484.0,Manual,1,KA,379000,Maruti,9
882,Petrol,23836.0,Automatic,1,KA,811000,Maruti,3
883,Diesel,44931.0,Manual,1,KA,829000,Tata,4
884,Petrol,9387.0,Manual,1,KA,1180000,Hyundai,1
885,Petrol,29598.0,Manual,1,KA,670000,Hyundai,3
886,Petrol,59621.0,Manual,1,KA,468000,Hyundai,7
887,Petrol,78941.0,Manual,1,KA,629000,Hyundai,6
888,Petrol,15091.0,Manual,1,KA,703000,Renault,3
889,Petrol,83949.0,Manual,1,KA,280000,Hyundai,8
890,Petrol,14980.0,Automatic,1,KA,2190000,Jeep,2
891,Petrol,62349.0,Manual,1,KA,685000,Maruti,6
892,Petrol,21963.0,Manual,2,KA,311000,Maruti,5
893,Petrol,71420.0,Manual,2,KA,534000,Hyundai,7
894,Petrol,50438.0,Manual,1,KA,422000,Hyundai,8
895,Petrol,68683.0,Manual,1,KA,629000,Maruti,5
896,Petrol,22067.0,Manual,1,KA,402000,Renault,4
897,Petrol,34403.0,Manual,1,KA,670000,Hyundai,5
898,Petrol,94115.0,Manual,2,KA,680000,Honda,9
899,Diesel,5290.0,Manual,1,KA,2093000,MG,2
900,Petrol,42614.0,Manual,1,KA,933000,Hyundai,3
901,Petrol,31310.0,Manual,1,KA,454000,Hyundai,8
902,Petrol,22637.0,Automatic,1,KA,633000,Hyundai,5
903,Petrol,10821.0,Manual,1,KA,800000,Honda,2
904,Diesel,39271.0,Manual,1,KA,728000,Hyundai,2
905,Petrol,48801.0,Manual,2,KA,488000,Hyundai,5
906,Diesel,11267.0,Manual,1,KA,2215000,MG,1
907,Petrol,30875.0,Manual,1,KA,726000,Honda,4
908,Petrol,20440.0,Manual,1,KA,408000,Hyundai,10
909,Petrol,69639.0,Manual,1,KA,417000,Hyundai,8
910,Petrol,4357.0,Automatic,1,KA,1349000,Hyundai,3
911,Petrol,70892.0,Automatic,2,KA,405000,Skoda,9
912,Diesel,77465.0,Manual,1,KA,805000,Maruti,5
913,Petrol,84754.0,Manual,1,KA,316000,Renault,5
914,Petrol,86166.0,Automatic,1,KA,465000,Maruti,7
915,Diesel,22019.0,Manual,1,KA,1040000,Mahindra,3
916,Diesel,49361.0,Manual,1,KA,941000,Tata,4
917,Petrol,10952.0,Automatic,1,KA,1157000,Hyundai,2
918,Petrol,56543.0,Manual,1,KA,791000,Honda,5
919,Petrol,20333.0,Automatic,1,KA,1893000,MG,2
920,Petrol,10043.0,Automatic,1,KA,585000,Hyundai,5
921,Petrol,26711.0,Manual,1,KA,693000,Hyundai,6
922,Petrol,55706.0,Manual,1,KA,375000,Maruti,8
923,Diesel,42585.0,Manual,1,KA,529000,Honda,7
924,Petrol,53628.0,Manual,2,KA,260000,Maruti,8
925,Petrol,23305.0,Manual,1,KA,665000,Hyundai,2
926,Petrol,57471.0,Automatic,1,KA,622000,Maruti,5
927,Petrol,25356.0,Manual,1,KA,831000,Renault,4
928,Diesel,82140.0,Manual,2,KA,555000,Honda,8
929,Petrol,36154.0,Automatic,1,KA,2191000,Skoda,3
930,Petrol,32258.0,Manual,1,KA,675000,Hyundai,5
931,Petrol,8466.0,Manual,1,KA,885000,Hyundai,1
932,Petrol,59000.0,Manual,2,MH,393000,Maruti,8
933,Petrol,72953.0,Manual,2,KA,576000,Renault,7
934,Diesel,64097.0,Automatic,1,KA,753000,Volkswagen,7
935,Diesel,15277.0,Automatic,1,KA,1355000,Tata,1
936,Diesel,115350.0,Manual,2,KA,649000,Mahindra,6
937,Petrol,34314.0,Automatic,1,KA,889000,Toyota,4
938,Diesel,55074.0,Manual,1,KA,852000,Honda,5
939,Petrol,101078.0,Manual,1,KA,287000,Hyundai,7
940,Petrol,49703.0,Automatic,1,KA,1690000,MG,3
941,Petrol,100186.0,Manual,1,KA,730000,Tata,4
942,Diesel,40661.0,Manual,1,KA,918000,Honda,4
943,Petrol,68502.0,Manual,1,KA,480000,Hyundai,6
944,Petrol,46294.0,Manual,1,TN,305000,Honda,11
945,Petrol,38765.0,Manual,1,KA,316000,Datsun,7
946,Petrol,49504.0,Manual,1,KA,462000,Maruti,10
947,Diesel,84000.0,Manual,1,KA,835000,Skoda,4
948,Petrol,16376.0,Automatic,1,KA,1233000,Tata,2
949,Petrol,23911.0,Manual,1,KA,936000,Honda,4
950,Petrol,31460.0,Manual,1,KA,465000,Hyundai,6
951,Petrol,8066.0,Manual,1,KA,375000,Hyundai,5
952,Petrol,13487.0,Manual,1,KA,440000,Maruti,2
953,Petrol,14271.0,Manual,1,KA,415000,Maruti,2
954,Petrol,58918.0,Automatic,2,KA,850000,Volkswagen,4
955,Petrol,53192.0,Manual,1,KA,521000,Hyundai,7
956,Petrol,70813.0,Manual,1,TN,590000,Hyundai,6
957,Petrol,71512.0,Manual,1,KA,695000,Hyundai,5
958,Petrol,104586.0,Manual,1,KA,391000,Maruti,6
959,Petrol,44293.0,Automatic,1,KA,1220000,Hyundai,3
960,Diesel,105183.0,Manual,1,KA,835000,Renault,6
961,Diesel,42740.0,Manual,1,KA,666000,Renault,8
962,Petrol,60279.0,Automatic,1,KA,473000,Maruti,7
963,Petrol,35053.0,Manual,1,KA,959000,Hyundai,3
964,Petrol,55280.0,Manual,1,KA,676000,Hyundai,6
965,Diesel,90421.0,Manual,1,KA,755000,Maruti,5
966,Petrol,16335.0,Automatic,1,KA,1097000,Maruti,3
967,Diesel,103831.0,Manual,1,KA,770000,Mahindra,4
968,Diesel,70568.0,Manual,1,KA,730000,Volkswagen,5
969,Petrol,64376.0,Automatic,2,KA,390000,Renault,10
970,Petrol,7107.0,Manual,1,KA,743000,Hyundai,4
971,Petrol,31286.0,Manual,1,KA,360000,Renault,6
972,Petrol,52000.0,Manual,1,MH,407000,Toyota,9
973,Petrol,42214.0,Automatic,1,KA,961000,Maruti,3
974,Petrol,44538.0,Manual,1,KA,270000,Hyundai,10
975,Petrol,24933.0,Automatic,1,KA,861000,Renault,5
976,Petrol,20064.0,Automatic,1,KA,860000,Hyundai,2
977,Petrol,16077.0,Automatic,1,KA,725000,Maruti,4
978,Petrol,18231.0,Manual,2,KA,357000,Maruti,6
979,Petrol,27943.0,Manual,1,KA,402000,Toyota,11
980,Petrol,16402.0,Automatic,1,KA,1044000,Tata,4
981,Petrol,49704.0,Manual,2,KA,435000,Skoda,10
982,Diesel,11965.0,Manual,1,KA,1298000,Mahindra,3
983,Diesel,117743.0,Manual,2,KA,345000,Volkswagen,11
984,Petrol,7072.0,Automatic,1,KA,792000,Maruti,4
985,Petrol,39435.0,Manual,2,KA,519000,Maruti,8
986,Petrol,57346.0,Manual,1,KA,482000,Hyundai,9
987,Petrol,60630.0,Manual,1,KA,609000,Maruti,7
988,Diesel,52029.0,Manual,1,KA,576000,Honda,8
989,Diesel,85365.0,Manual,1,KA,578000,Volkswagen,7
990,Petrol,56535.0,Automatic,1,KA,640000,Toyota,9
991,Petrol,99343.0,Manual,1,KA,532000,Hyundai,8
992,Petrol,38443.0,Manual,1,KA,535000,Hyundai,9
993,Petrol,40692.0,Manual,1,KA,416000,Honda,9
994,Petrol,15924.0,Manual,1,KA,160000,Tata,8
995,Petrol,1872.0,Automatic,1,KA,523000,Maruti,3
996,Diesel,16643.0,Manual,1,KA,1089000,Renault,3
997,Petrol,100775.0,Manual,1,KA,335000,Volkswagen,11
998,Petrol,88336.0,Manual,2,KA,370000,Honda,11
999,Petrol,92359.0,Automatic,1,KA,1297000,Skoda,6
1000,Diesel,58990.0,Automatic,2,KA,1310000,Mahindra,6
1001,Diesel,67666.0,Manual,1,MH,440000,Hyundai,8
1002,Petrol,44977.0,Automatic,1,KA,380000,Renault,5
1003,Petrol,37711.0,Manual,1,KA,409000,Maruti,6
1004,Petrol,8950.0,Manual,1,KA,706000,Tata,1
1005,Petrol,22842.0,Manual,2,KA,327000,Hyundai,8
1006,Petrol,54832.0,Automatic,1,KA,775000,Honda,7
1007,Diesel,121364.0,Manual,1,KA,526000,Ford,5
1008,Diesel,26487.0,Manual,2,KA,878000,Maruti,3
1009,Petrol,93215.0,Manual,2,KA,277000,Hyundai,11
1010,Petrol,29313.0,Manual,1,TN,540000,Hyundai,4
1011,Petrol,17805.0,Manual,1,TN,505000,Hyundai,6
1012,Diesel,34136.0,Manual,2,TN,690000,Mahindra,5
1013,Diesel,41947.0,Manual,1,TN,862000,Tata,4
1014,Petrol,10958.0,Manual,1,TN,670000,Tata,1
1015,Petrol,37769.0,Manual,1,TN,275000,Datsun,8
1016,Petrol,62843.0,Automatic,2,TN,1255000,Hyundai,5
1017,Petrol,73152.0,Automatic,2,TN,380000,Honda,9
1018,Petrol,34276.0,Automatic,2,TN,677000,Maruti,5
1019,Petrol,3601.0,Automatic,1,TN,835000,Hyundai,1
1020,Petrol,32121.0,Automatic,1,TN,1037000,Hyundai,3
1021,Petrol,39946.0,Manual,1,TN,540000,Hyundai,7
1022,Petrol,67762.0,Manual,2,TN,600000,Maruti,6
1023,Petrol,27697.0,Manual,1,TN,535000,Hyundai,4
1024,Petrol,28853.0,Automatic,1,TN,570000,Hyundai,5
1025,Petrol,84205.0,Manual,1,TN,525000,Volkswagen,7
1026,Petrol,40108.0,Automatic,1,TN,1060000,Hyundai,4
1027,Petrol,18406.0,Manual,1,TN,638000,Mahindra,2
1028,Diesel,97485.0,Manual,1,TN,965000,Hyundai,6
1029,Petrol,48339.0,Automatic,1,TN,717000,Honda,5
1030,Petrol,31907.0,Automatic,1,TN,595000,Hyundai,5
1031,Petrol,61204.0,Automatic,1,TN,653000,Maruti,5
1032,Petrol,27845.0,Manual,1,TN,420000,Maruti,6
1033,Petrol,42029.0,Automatic,1,TN,602000,Hyundai,5
1034,Petrol,81824.0,Manual,2,TN,340000,Maruti,8
1035,Petrol,9321.0,Automatic,1,TN,2090000,Hyundai,1
1036,Diesel,49820.0,Manual,1,TN,1096000,Hyundai,5
1037,Petrol,84550.0,Automatic,1,TN,570000,Honda,8
1038,Petrol,30783.0,Manual,1,TN,616000,Maruti,4
1039,Petrol,69146.0,Manual,1,TN,491000,Volkswagen,6
1040,Diesel,55225.0,Manual,1,TN,627000,Maruti,6
1041,Diesel,41050.0,Manual,1,TN,455000,Maruti,9
1042,Diesel,77546.0,Manual,1,TN,700000,Mahindra,6
1043,Petrol,67340.0,Manual,2,TN,350000,Honda,7
1044,Petrol,41176.0,Automatic,1,TN,738000,Maruti,4
1045,Petrol,69653.0,Manual,1,TN,425000,Hyundai,6
1046,Petrol,14084.0,Manual,1,TN,530000,Hyundai,2
1047,Petrol,24095.0,Manual,1,TN,982000,Hyundai,3
1048,Petrol,28594.0,Manual,1,TS,966000,Hyundai,6
1049,Petrol,55063.0,Manual,1,TN,445000,Maruti,10
1050,Petrol,73869.0,Manual,1,TN,360000,Hyundai,7
1051,Petrol,88702.0,Manual,1,TN,375000,Hyundai,8
1052,Petrol,28486.0,Automatic,1,TN,453000,Maruti,5
1053,Petrol,34987.0,Manual,1,TN,370000,Hyundai,7
1054,Diesel,37565.0,Manual,2,TN,605000,Renault,7
1055,Petrol,33953.0,Manual,1,TN,905000,Hyundai,6
1056,Petrol,44668.0,Manual,1,TN,315000,Hyundai,9
1057,Petrol,80488.0,Manual,1,TN,520000,Honda,6
1058,Petrol,35825.0,Automatic,2,TN,334000,Maruti,8
1059,Petrol,20916.0,Manual,1,TN,547000,Hyundai,4
1060,Petrol,9184.0,Manual,1,TN,558000,Datsun,2
1061,Diesel,70123.0,Manual,1,TN,680000,Hyundai,5
1062,Petrol,14357.0,Automatic,1,TN,704000,Tata,1
1063,Petrol,6993.0,Manual,1,TN,1218000,Hyundai,3
1064,Petrol,47046.0,Manual,1,TN,320000,Hyundai,9
1065,Petrol,53238.0,Manual,1,TN,311000,Honda,10
1066,Petrol,76454.0,Manual,1,TN,760000,Honda,6
1067,Petrol,13175.0,Manual,1,TN,370000,Maruti,2
1068,Petrol,13064.0,Manual,1,TN,455000,Renault,2
1069,Diesel,58116.0,Manual,1,TN,1112000,Tata,4
1070,Petrol,31734.0,Manual,2,TN,673000,Honda,3
1071,Petrol,75879.0,Automatic,2,TN,380000,Maruti,6
1072,Petrol,32717.0,Manual,1,TN,785000,Honda,6
1073,Petrol,36752.0,Manual,3,TN,326000,Hyundai,9
1074,Petrol,12593.0,Manual,1,TN,777000,Honda,1
1075,Diesel,82271.0,Automatic,1,TN,1035000,Mahindra,6
1076,Petrol,65773.0,Manual,2,DL,509000,Hyundai,6
1077,Petrol,19653.0,Manual,1,DL,342000,Maruti,2
1078,Petrol,47970.0,Manual,1,HR,531000,Maruti,5
1079,Petrol,5918.0,Manual,1,DL,475000,Maruti,2
1080,Petrol,24200.0,Manual,2,HR,522000,Toyota,4
1081,Petrol,29981.0,Manual,1,HR,442000,Maruti,7
1082,Petrol,68960.0,Manual,1,DL,435000,Maruti,8
1083,Petrol,14677.0,Manual,1,HR,1737000,Toyota,1
1084,Diesel,47454.0,Manual,2,DL,859000,Mahindra,7
1085,Petrol,24441.0,Manual,1,UP,1335000,Hyundai,3
1086,Petrol,80575.0,Manual,1,HR,425000,Maruti,7
1087,Petrol,55387.0,Automatic,1,DL,982000,Hyundai,5
1088,Petrol,19880.0,Manual,1,DL,780000,Maruti,4
1089,Petrol,38093.0,Automatic,1,UP,757000,Maruti,6
1090,Petrol,87436.0,Manual,1,UP,506000,Maruti,6
1091,Petrol,45222.0,Manual,1,DL,949000,Hyundai,4
1092,Petrol,27975.0,Manual,2,HR,642000,Hyundai,5
1093,Petrol,17575.0,Manual,1,HR,670000,Maruti,3
1094,Petrol,46754.0,Manual,1,DL,430000,Tata,5
1095,Petrol,43636.0,Manual,2,HR,663000,Maruti,4
1096,Petrol,71004.0,Manual,1,DL,388000,Maruti,6
1097,Petrol,22704.0,Automatic,1,DL,1004000,Hyundai,3
1098,Petrol,47095.0,Manual,2,HR,569000,Maruti,4
1099,Petrol,29494.0,Manual,1,DL,479000,Hyundai,3
1100,Diesel,32792.0,Manual,1,UP,808000,Mahindra,5
1101,Petrol,11413.0,Manual,1,DL,440000,Maruti,1
1102,Petrol,60156.0,Manual,1,HR,546000,Hyundai,6
1103,Petrol,63888.0,Manual,1,DL,677000,Honda,6
1104,Diesel,13995.0,Manual,1,UP,1880000,Tata,1
1105,Petrol,44242.0,Manual,1,DL,430000,Volkswagen,5
1106,Petrol,45328.0,Manual,1,HR,620000,Maruti,4
1107,Diesel,31625.0,Manual,1,DL,979000,Mahindra,5
1108,Petrol,59500.0,Manual,1,HR,285000,Maruti,7
1109,Petrol,48459.0,Manual,1,HR,611000,Maruti,5
1110,Petrol,36233.0,Manual,1,DL,338000,Maruti,10
1111,Petrol,65839.0,Manual,1,HR,590000,Maruti,7
1112,Diesel,88637.0,Manual,1,DL,667000,Hyundai,6
1113,Petrol,64116.0,Manual,1,UP,270000,Hyundai,9
1114,Diesel,43146.0,Manual,1,HR,983000,Hyundai,5
1115,Petrol,85362.0,Automatic,1,DL,545000,Maruti,5
1116,Petrol,42789.0,Manual,1,DL,590000,Maruti,6
1117,Diesel,96762.0,Manual,1,DL,427000,Maruti,8
1118,Petrol,62215.0,Automatic,1,HR,661000,Maruti,4
1119,Petrol,43054.0,Manual,1,DL,690000,Tata,5
1120,Petrol,21885.0,Manual,1,HR,345000,Renault,4
1121,Petrol,37806.0,Automatic,3,HR,645000,Maruti,4
1122,Petrol,91147.0,Automatic,1,DL,1010000,Hyundai,5
1123,Diesel,31462.0,Manual,1,UP,1690000,Mahindra,2
1124,Petrol,9541.0,Manual,1,DL,719000,Maruti,4
1125,Petrol,13442.0,Manual,1,DL,715000,Renault,2
1126,Petrol,22258.0,Manual,2,HR,600000,Maruti,5
1127,Petrol,40538.0,Manual,2,UP,385000,Tata,4
1128,Petrol,56387.0,Manual,1,HR,610000,Maruti,4
1129,Petrol,75492.0,Manual,1,UP,285000,Maruti,8
1130,Petrol,80642.0,Manual,2,DL,241000,Honda,10
1131,Diesel,101312.0,Manual,1,UP,360000,Maruti,7
1132,Diesel,13568.0,Manual,1,HR,1390000,Mahindra,2
1133,Petrol,109024.0,Manual,1,DL,376000,Maruti,4
1134,Petrol,36084.0,Manual,1,DL,520000,Tata,4
1135,Petrol,70697.0,Manual,1,DL,520000,Hyundai,7
1136,Petrol,27558.0,Manual,1,HR,350000,Maruti,2
1137,Petrol,22001.0,Manual,2,DL,1080000,Jeep,4
1138,Diesel,47454.0,Manual,2,DL,859000,Mahindra,7
1139,Petrol,10760.0,Manual,1,HR,381000,Maruti,2
1140,Petrol,69239.0,Manual,1,UP,565000,Hyundai,4
1141,Diesel,44311.0,Manual,1,UP,692000,Maruti,4
1142,Petrol,33764.0,Manual,2,HR,323000,Hyundai,8
1143,Petrol,33206.0,Manual,1,DL,920000,Maruti,3
1144,Petrol,34683.0,Manual,2,UP,235000,Datsun,5
1145,Petrol,47361.0,Manual,1,HR,322000,Maruti,4
1146,Petrol,75780.0,Manual,1,HR,575000,Maruti,5
1147,Petrol,61969.0,Automatic,1,DL,718000,Honda,7
1148,Diesel,96302.0,Manual,1,DL,568000,Hyundai,5
1149,Petrol,27797.0,Manual,1,HR,420000,Renault,2
1150,Petrol,41765.0,Manual,2,DL,480000,Maruti,3
1151,Petrol,32480.0,Manual,1,UP,829000,Maruti,4
1152,Petrol,22770.0,Manual,1,HR,424000,Renault,2
1153,Petrol,14312.0,Manual,2,DL,335000,Renault,4
1154,Petrol,109580.0,Manual,1,DL,330000,Maruti,9
1155,Diesel,39049.0,Manual,1,HR,1757000,Toyota,3
1156,CNG,24100.0,Manual,1,UP,485000,Maruti,1
1157,Petrol,91044.0,Manual,1,HR,360000,Maruti,8
1158,Petrol,32633.0,Manual,2,HR,345000,Honda,8
1159,Diesel,32179.0,Manual,1,DL,774000,Mahindra,5
1160,Diesel,75969.0,Automatic,2,HR,426000,Maruti,6
1161,Petrol,18277.0,Automatic,1,DL,565000,Hyundai,6
1162,Petrol,50404.0,Automatic,1,HR,570000,Maruti,6
1163,Petrol,42281.0,Manual,1,DL,360000,Honda,7
1164,Petrol,51196.0,Manual,1,DL,550000,Maruti,5
1165,Diesel,83409.0,Automatic,1,HR,1869000,Toyota,5
1166,Petrol,94376.0,Manual,1,UP,405000,Maruti,6
1167,Petrol,11367.0,Automatic,1,HR,680000,Maruti,1
1168,Petrol,121397.0,Manual,1,DL,350000,Hyundai,8
1169,Petrol,28947.0,Manual,1,DL,365000,Maruti,4
1170,Petrol,93131.0,Manual,1,HR,542000,Hyundai,5
1171,Petrol,17623.0,Manual,1,UP,449000,Maruti,3
1172,Petrol,16469.0,Manual,1,HR,323000,Renault,5
1173,Petrol,106784.0,Manual,1,UP,285000,Toyota,9
1174,Petrol,36289.0,Manual,2,DL,628000,Maruti,4
1175,Petrol,44858.0,Manual,1,HR,485000,Hyundai,5
1176,Petrol,8938.0,Manual,1,DL,490000,Hyundai,3
1177,Petrol,43016.0,Manual,2,HR,615000,Tata,2
1178,Diesel,109113.0,Manual,1,UP,595000,Mahindra,4
1179,Petrol,26955.0,Manual,1,DL,330000,Renault,5
1180,Petrol,23416.0,Manual,1,HR,542000,Maruti,5
1181,Diesel,49141.0,Manual,1,UP,886000,Hyundai,4
1182,Petrol,52387.0,Manual,1,HR,345000,Maruti,4
1183,Petrol,23750.0,Automatic,1,DL,787000,Honda,3
1184,Petrol,81839.0,Manual,1,DL,810000,Hyundai,6
1185,Diesel,78703.0,Manual,1,DL,574000,Maruti,6
1186,Petrol,54431.0,Manual,1,HR,356000,Maruti,7
1187,Petrol,9799.0,Manual,1,HR,958000,Nissan,1
1188,Petrol,59092.0,Manual,1,UP,657000,Maruti,4
1189,Diesel,47631.0,Manual,1,TN,874000,Honda,5
1190,Petrol,3174.0,Manual,1,UP,520000,Maruti,2
1191,Petrol,40675.0,Manual,1,HR,584000,Hyundai,6
1192,Petrol,11683.0,Manual,1,DL,695000,Maruti,5
1193,Petrol,41076.0,Automatic,1,HR,446000,Maruti,4
1194,Petrol,34705.0,Manual,2,HR,355000,Maruti,9
1195,Petrol,44335.0,Automatic,1,UP,455000,Maruti,4
1196,Petrol,7416.0,Automatic,1,DL,1765000,MG,3
1197,Petrol,32607.0,Manual,1,DL,632000,Honda,8
1198,Petrol,79143.0,Manual,1,UP,525000,Maruti,4
1199,Diesel,76317.0,Automatic,1,HR,1957000,Toyota,2
1200,CNG,71662.0,Manual,1,HR,570000,Maruti,3
1201,Diesel,29724.0,Manual,1,DL,801000,Mahindra,5
1202,CNG,38966.0,Manual,1,DL,602000,Hyundai,2
1203,Diesel,45717.0,Manual,1,HR,1188000,Mahindra,3
1204,Petrol,36634.0,Automatic,1,DL,435000,Nissan,5
1205,Petrol,5799.0,Automatic,1,DL,802000,Renault,1
1206,Diesel,59952.0,Automatic,1,DL,1577000,Mahindra,3
1207,Petrol,39244.0,Automatic,1,DL,480000,Maruti,3
1208,Petrol,22845.0,Manual,1,HR,678000,Renault,1
1209,Petrol,29684.0,Manual,1,DL,676000,Maruti,4
1210,Petrol,26158.0,Manual,1,DL,693000,Maruti,5
1211,Diesel,66874.0,Manual,1,DL,391000,Maruti,7
1212,Petrol,77283.0,Automatic,2,HR,575000,Maruti,4
1213,Diesel,119226.0,Manual,1,HR,712000,Hyundai,7
1214,Petrol,10571.0,Manual,1,HR,695000,Maruti,1
1215,Petrol,21641.0,Manual,1,DL,700000,Maruti,5
1216,Petrol,37317.0,Manual,1,DL,310000,Renault,5
1217,Petrol,37097.0,Manual,1,HR,315000,Renault,5
1218,Petrol,11153.0,Manual,1,DL,636000,Maruti,3
1219,Petrol,24987.0,Automatic,1,HR,835000,Toyota,3
1220,Petrol,11740.0,Manual,1,HR,380000,Renault,2
1221,Diesel,91221.0,Automatic,1,UP,615000,Maruti,4
1222,Petrol,26229.0,Manual,2,HR,950000,Hyundai,4
1223,Petrol,45856.0,Manual,1,HR,290000,Renault,4
1224,Petrol,32167.0,Manual,1,DL,589000,Maruti,5
1225,Diesel,29005.0,Manual,1,HR,1245000,Mahindra,3
1226,Petrol,110698.0,Manual,1,HR,315000,Maruti,10
1227,Diesel,27393.0,Manual,1,HR,1894000,Mahindra,2
1228,Petrol,28596.0,Automatic,2,DL,1610000,MG,3
1229,Petrol,92300.0,Manual,1,HR,455000,Honda,5
1230,Petrol,26510.0,Automatic,2,DL,1045000,Hyundai,3
1231,CNG,57593.0,Manual,1,HR,500000,Maruti,4
1232,Petrol,36630.0,Manual,1,HR,285000,Renault,6
1233,Petrol,87809.0,Manual,1,HR,215000,Renault,6
1234,Petrol,28886.0,Manual,1,DL,628000,Hyundai,4
1235,Petrol,14135.0,Automatic,1,HR,365000,Renault,5
1236,Diesel,137227.0,Manual,1,HR,265000,Renault,10
1237,Diesel,33830.0,Manual,1,HR,693000,Maruti,5
1238,Petrol,37656.0,Manual,1,HR,592000,Maruti,3
1239,Petrol,26745.0,Automatic,1,DL,668000,Maruti,5
1240,Petrol,22683.0,Automatic,1,HR,1100000,Maruti,2
1241,Diesel,62846.0,Manual,1,MH,757000,Renault,4
1242,Diesel,57178.0,Manual,1,HR,348000,Mahindra,6
1243,Petrol,42448.0,Manual,1,UP,328000,Renault,4
1244,Diesel,94712.0,Manual,2,HR,411000,Maruti,7
1245,Petrol,27312.0,Manual,1,DL,501000,Maruti,5
1246,Petrol,45816.0,Manual,2,HR,243000,Maruti,5
1247,Petrol,7863.0,Manual,1,DL,1025000,Maruti,1
1248,Diesel,102671.0,Manual,1,HR,285000,Honda,8
1249,Petrol,83336.0,Manual,1,HR,700000,Maruti,4
1250,Petrol,14138.0,Manual,2,DL,355000,Mahindra,6
1251,Petrol,50086.0,Manual,1,DL,550000,Hyundai,3
1252,Petrol,114456.0,Manual,1,HR,402000,Maruti,7
1253,Petrol,58941.0,Manual,1,DL,475000,Hyundai,7
1254,Petrol,15581.0,Manual,1,DL,285000,Renault,5
1255,Petrol,62812.0,Manual,1,DL,250000,Maruti,5
1256,Petrol,92113.0,Manual,1,HR,285000,Maruti,11
1257,Petrol,67523.0,Manual,1,DL,366000,Maruti,6
1258,Petrol,34880.0,Automatic,1,DL,1661000,MG,3
1259,Petrol,17665.0,Manual,1,DL,521000,Maruti,8
1260,Petrol,24422.0,Manual,1,DL,465000,Maruti,5
1261,Diesel,74824.0,Manual,1,DL,892000,Hyundai,5
1262,Diesel,82965.0,Automatic,1,DL,820000,Hyundai,5
1263,Petrol,90248.0,Manual,1,HR,206000,Maruti,11
1264,Petrol,19517.0,Manual,2,DL,285000,Maruti,8
1265,Petrol,87837.0,Manual,1,UP,370000,Hyundai,8
1266,Diesel,40044.0,Manual,1,DL,949000,Hyundai,5
1267,Petrol,10518.0,Automatic,1,DL,1072000,Hyundai,3
1268,Petrol,80345.0,Manual,1,DL,245000,Toyota,11
1269,Petrol,17284.0,Manual,1,DL,685000,Honda,6
1270,Diesel,11513.0,Manual,1,DL,1261000,Mahindra,5
1271,Diesel,75433.0,Automatic,1,DL,2500000,Toyota,5
1272,Petrol,47285.0,Manual,1,DL,469000,Maruti,6
1273,Petrol,67909.0,Manual,1,DL,413000,Honda,7
1274,Petrol,47786.0,Manual,1,DL,435000,Maruti,5
1275,Petrol,26664.0,Manual,1,DL,438000,Maruti,4
1276,Petrol,60049.0,Manual,1,DL,395000,Maruti,7
1277,Petrol,16261.0,Manual,1,UP,275000,Renault,5
1278,Petrol,14468.0,Manual,1,DL,563000,Hyundai,6
1279,Petrol,9495.0,Automatic,1,HR,1595000,Mahindra,1
1280,Petrol,13591.0,Automatic,2,DL,760000,Honda,3
1281,Petrol,73346.0,Manual,1,DL,390000,Maruti,5
1282,Diesel,34197.0,Manual,1,DL,1060000,Hyundai,4
1283,Petrol,58602.0,Manual,1,DL,420000,Maruti,7
1284,Petrol,38833.0,Manual,1,DL,290000,Hyundai,6
1285,Diesel,65952.0,Manual,2,DL,463000,Maruti,8
1286,Diesel,77731.0,Automatic,1,DL,790000,Maruti,4
1287,Diesel,117915.0,Manual,1,DL,326000,Maruti,8
1288,Diesel,114389.0,Manual,1,DL,355000,Maruti,7
1289,Petrol,63366.0,Automatic,1,DL,1457000,Toyota,4
1290,Petrol,8042.0,Automatic,1,HR,1950000,MG,1
1291,Petrol,54823.0,Manual,1,DL,488000,Volkswagen,6
1292,Petrol,45716.0,Manual,2,DL,289000,Maruti,4
1293,Diesel,38720.0,Manual,1,DL,344000,Hyundai,9
1294,Petrol,67877.0,Manual,1,DL,370000,Honda,8
1295,Petrol,81793.0,Manual,1,DL,257000,Datsun,6
1296,Diesel,48523.0,Manual,1,UP,1492000,Honda,3
1297,Diesel,54813.0,Manual,2,DL,360000,Mahindra,6
1298,Petrol,81323.0,Manual,1,DL,610000,Hyundai,4
1299,Petrol,90551.0,Manual,1,DL,345000,Volkswagen,8
1300,Petrol,22656.0,Manual,1,DL,1122000,Honda,2
1301,Petrol,1000.0,Manual,2,HR,178000,Datsun,6
1302,Petrol,24109.0,Manual,1,WB,592000,Maruti,4
1303,Diesel,40036.0,Manual,1,WB,442000,Hyundai,6
1304,Diesel,17128.0,Manual,2,WB,439000,Honda,7
1305,Diesel,22047.0,Automatic,1,WB,1320000,Mahindra,1
1306,Petrol,31538.0,Manual,1,WB,728000,Hyundai,5
1307,Petrol,25945.0,Automatic,1,WB,981000,Hyundai,5
